tweet_id,algorithm,jpg_url,img_num,confidence,dog,breed,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,dog_class,tweet_source,retweet_count,favorite_count
666102155909144576,1,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,0.298617,True,English_setter,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11.0,10,,,Twitter for iPhone,16.0,81.0
666104133288665088,1,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,0.965932,False,hen,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1.0,10,,,Twitter for iPhone,,
666268910803644416,1,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,0.086502,False,desktop_computer,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10.0,10,,,Twitter for iPhone,37.0,108.0
666273097616637952,1,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,0.176053,True,Italian_greyhound,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11.0,10,,,Twitter for iPhone,,
666287406224695296,1,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,0.8575309999999999,True,Maltese_dog,2015-11-16 16:11:11+00:00,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,https://twitter.com/dog_rates/status/666287406224695296/photo/1,1.0,2,An,,Twitter for iPhone,71.0,152.0
666293911632134144,1,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,0.914671,False,three-toed_sloth,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3.0,10,A,,Twitter for iPhone,,
666337882303524864,1,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,0.416669,False,ox,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9.0,10,An,,Twitter for iPhone,96.0,204.0
666345417576210432,1,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,0.8587440000000001,True,golden_retriever,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10.0,10,,,Twitter for iPhone,,
666353288456101888,1,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,0.33687399999999995,True,malamute,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8.0,10,,,Twitter for iPhone,77.0,229.0
666362758909284353,1,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,0.996496,False,guinea_pig,2015-11-16 21:10:36+00:00,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,https://twitter.com/dog_rates/status/666362758909284353/photo/1,6.0,10,,,Twitter for iPhone,,
666373753744588802,1,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,0.326467,True,soft-coated_wheaten_terrier,2015-11-16 21:54:18+00:00,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,https://twitter.com/dog_rates/status/666373753744588802/photo/1,11.0,10,,,Twitter for iPhone,100.0,194.0
666396247373291520,1,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,0.978108,True,Chihuahua,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9.0,10,,,Twitter for iPhone,,
666407126856765440,1,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,0.529139,True,black-and-tan_coonhound,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7.0,10,A,,Twitter for iPhone,44.0,113.0
666411507551481857,1,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,0.40464,False,coho,2015-11-17 00:24:19+00:00,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2.0,10,Quite,,Twitter for iPhone,,
666418789513326592,1,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,0.14968,True,toy_terrier,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10.0,10,Walter,,Twitter for iPhone,48.0,129.0
666421158376562688,1,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,0.906777,True,Blenheim_spaniel,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12.0,10,,,Twitter for iPhone,,
666428276349472768,1,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,0.371361,True,Pembroke,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7.0,10,,,Twitter for iPhone,90.0,171.0
666430724426358785,1,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,0.505184,False,llama,2015-11-17 01:40:41+00:00,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6.0,10,,,Twitter for iPhone,,
666435652385423360,1,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,0.18413,True,Chesapeake_Bay_retriever,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10.0,10,,,Twitter for iPhone,54.0,170.0
666437273139982337,1,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,0.6718529999999999,True,Chihuahua,2015-11-17 02:06:42+00:00,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7.0,10,,,Twitter for iPhone,,
666447344410484738,1,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,0.32208400000000004,True,curly-coated_retriever,2015-11-17 02:46:43+00:00,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9.0,10,Scout,,Twitter for iPhone,23.0,107.0
666454714377183233,1,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,0.278954,True,dalmatian,2015-11-17 03:16:00+00:00,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10.0,10,Kreggory,,Twitter for iPhone,,
666644823164719104,1,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,0.0443334,True,Ibizan_hound,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9.0,10,Jimothy,,Twitter for iPhone,88.0,238.0
666649482315059201,1,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,0.447803,True,Border_collie,2015-11-17 16:09:56+00:00,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4.0,10,,,Twitter for iPhone,,
666691418707132416,1,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,0.975401,True,German_shepherd,2015-11-17 18:56:35+00:00,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8.0,10,Christoper,,Twitter for iPhone,51.0,196.0
666701168228331520,1,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,0.887707,True,Labrador_retriever,2015-11-17 19:35:19+00:00,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8.0,10,A,,Twitter for iPhone,,
666739327293083650,1,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,0.546933,True,miniature_poodle,2015-11-17 22:06:57+00:00,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10.0,10,Lugan,,Twitter for iPhone,71.0,244.0
666776908487630848,1,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,0.375057,False,seat_belt,2015-11-18 00:36:17+00:00,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5.0,10,Josep,,Twitter for iPhone,,
666781792255496192,1,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,0.618316,True,Italian_greyhound,2015-11-18 00:55:42+00:00,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,10,A,,Twitter for iPhone,211.0,404.0
666786068205871104,1,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,0.999888,False,snail,2015-11-18 01:12:41+00:00,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2.0,10,,,Twitter for iPhone,,
666804364988780544,1,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,0.32879200000000003,True,English_setter,2015-11-18 02:25:23+00:00,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,10,Jockson,,Twitter for iPhone,95.0,250.0
666817836334096384,1,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,0.496953,True,miniature_schnauzer,2015-11-18 03:18:55+00:00,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,10,Jeph,,Twitter for iPhone,,
666826780179869698,1,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,0.359383,True,Maltese_dog,2015-11-18 03:54:28+00:00,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12.0,10,,,Twitter for iPhone,105.0,266.0
666835007768551424,1,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,0.448459,True,Airedale,2015-11-18 04:27:09+00:00,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,10,,,Twitter for iPhone,,
666837028449972224,1,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,0.442113,False,triceratops,2015-11-18 04:35:11+00:00,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3.0,10,,,Twitter for iPhone,584.0,857.0
666983947667116034,1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,0.589446,False,swab,2015-11-18 14:18:59+00:00,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11.0,10,A,,Twitter for iPhone,,
666996132027977728,1,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,0.507637,False,hay,2015-11-18 15:07:24+00:00,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10.0,10,Carll,,Twitter for iPhone,102.0,258.0
667012601033924608,1,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,0.98723,False,hyena,2015-11-18 16:12:51+00:00,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9.0,10,Klevin,,Twitter for iPhone,,
667044094246576128,1,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,0.765266,True,golden_retriever,2015-11-18 18:17:59+00:00,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12.0,10,,,Twitter for iPhone,54.0,198.0
667062181243039745,1,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,0.825678,True,Chesapeake_Bay_retriever,2015-11-18 19:29:52+00:00,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10.0,10,Keet,,Twitter for iPhone,,
667065535570550784,1,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,0.560001,False,jigsaw_puzzle,2015-11-18 19:43:11+00:00,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8.0,10,,,Twitter for iPhone,51.0,175.0
667073648344346624,1,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,0.483682,True,Chihuahua,2015-11-18 20:15:26+00:00,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10.0,10,Dave,,Twitter for iPhone,134.0,425.0
667090893657276420,1,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,0.959514,True,Chihuahua,2015-11-18 21:23:57+00:00,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7.0,10,Clybe,,Twitter for iPhone,,
667119796878725120,1,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,0.741563,True,Pembroke,2015-11-18 23:18:48+00:00,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10.0,10,Gabe,,Twitter for iPhone,135.0,346.0
667138269671505920,1,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,0.747713,True,West_Highland_white_terrier,2015-11-19 00:32:12+00:00,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10.0,10,,,Twitter for iPhone,,
667152164079423490,1,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,0.535411,True,toy_poodle,2015-11-19 01:27:25+00:00,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12.0,10,Pipsy,,Twitter for iPhone,18285.0,49720.0
667160273090932737,1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,0.471351,True,golden_retriever,2015-11-19 01:59:39+00:00,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11.0,10,Bradlay,,Twitter for iPhone,,
667165590075940865,1,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,0.140173,True,miniature_pinscher,2015-11-19 02:20:46+00:00,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10.0,10,Churlie,,Twitter for iPhone,1241.0,2819.0
667171260800061440,1,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,0.8412649999999999,True,giant_schnauzer,2015-11-19 02:43:18+00:00,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,10,Kenneth,,Twitter for iPhone,,
667174963120574464,1,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,0.266437,True,toy_poodle,2015-11-19 02:58:01+00:00,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9.0,10,Clarence,,Twitter for iPhone,88.0,262.0
667176164155375616,1,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,0.318981,True,soft-coated_wheaten_terrier,2015-11-19 03:02:47+00:00,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4.0,10,,,Twitter for iPhone,,
667177989038297088,1,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,0.25924899999999995,True,vizsla,2015-11-19 03:10:02+00:00,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8.0,10,A,,Twitter for iPhone,58.0,200.0
667182792070062081,1,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,0.949892,True,golden_retriever,2015-11-19 03:29:07+00:00,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10.0,10,Timison,,Twitter for iPhone,,
667188689915760640,1,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,0.33583,False,vacuum,2015-11-19 03:52:34+00:00,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10.0,10,,,Twitter for iPhone,449.0,784.0
667192066997374976,1,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,0.28364,True,Rottweiler,2015-11-19 04:05:59+00:00,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12.0,10,,,Twitter for iPhone,,
667200525029539841,1,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,0.694904,True,Siberian_husky,2015-11-19 04:39:35+00:00,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11.0,10,Joshwa,,Twitter for iPhone,282.0,658.0
667211855547486208,1,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,0.462556,True,golden_retriever,2015-11-19 05:24:37+00:00,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,10,Genevieve,,Twitter for iPhone,,
